municipio,estado
CAMPOS NOVOS PAULISTA,São Paulo
CANANÉIA,São Paulo
CANAS,São Paulo
CÂNDIDO MOTA,São Paulo
CÂNDIDO RODRIGUES,São Paulo
CANITAR,São Paulo
CAPÃO BONITO,São Paulo
CAPELA DO ALTO,São Paulo
CAPIVARI,São Paulo
CARAGUATATUBA,São Paulo
CARAPICUÍBA,São Paulo
CARDOSO,São Paulo
CASA BRANCA,São Paulo
CÁSSIA DOS COQUEIROS,São Paulo
CASTILHO,São Paulo
CATANDUVA,São Paulo
CATIGUÁ,São Paulo
CEDRAL,São Paulo
CERQUEIRA CÉSAR,São Paulo
CERQUILHO,São Paulo
CESÁRIO LANGE,São Paulo
CHARQUEADA,São Paulo
CLEMENTINA,São Paulo
COLINA,São Paulo
COLÔMBIA,São Paulo
CONCHAL,São Paulo
CONCHAS,São Paulo
CORDEIRÓPOLIS,São Paulo
COROADOS,São Paulo
CORONEL MACEDO,São Paulo
CORUMBATAÍ,São Paulo
COSMÓPOLIS,São Paulo
COSMORAMA,São Paulo
COTIA,São Paulo
CRAVINHOS,São Paulo
CRISTAIS PAULISTA,São Paulo
CRUZÁLIA,São Paulo
CRUZEIRO,São Paulo
CUBATÃO,São Paulo
CUNHA,São Paulo
DESCALVADO,São Paulo
DIADEMA,São Paulo
DIRCE REIS,São Paulo
DIVINOLÂNDIA,São Paulo
DOBRADA,São Paulo
DOIS CÓRREGOS,São Paulo
DOLCINÓPOLIS,São Paulo
DOURADO,São Paulo
DRACENA,São Paulo
DUARTINA,São Paulo
DUMONT,São Paulo
ECHAPORÃ,São Paulo
ELDORADO,São Paulo
ELIAS FAUSTO,São Paulo
ELISIÁRIO,São Paulo
EMBAÚBA,São Paulo
EMBU DAS ARTES,São Paulo
EMBU-GUAÇU,São Paulo
EMILIANÓPOLIS,São Paulo
ENGENHEIRO COELHO,São Paulo
ESPÍRITO SANTO DO PINHAL,São Paulo
ESPÍRITO SANTO DO TURVO,São Paulo
ESTRELA D'OESTE,São Paulo
ESTRELA DO NORTE,São Paulo
EUCLIDES DA CUNHA PAULISTA,São Paulo
FARTURA,São Paulo
FERNANDÓPOLIS,São Paulo
FERNANDO PRESTES,São Paulo
FERNÃO,São Paulo
FERRAZ DE VASCONCELOS,São Paulo
FLORA RICA,São Paulo
FLOREAL,São Paulo
FLÓRIDA PAULISTA,São Paulo
FLORÍNEA,São Paulo
FRANCA,São Paulo
FRANCISCO MORATO,São Paulo
FRANCO DA ROCHA,São Paulo
GABRIEL MONTEIRO,São Paulo
GÁLIA,São Paulo
GARÇA,São Paulo
GASTÃO VIDIGAL,São Paulo
GAVIÃO PEIXOTO,São Paulo
GENERAL SALGADO,São Paulo
GETULINA,São Paulo
GLICÉRIO,São Paulo
GUAIÇARA,São Paulo
GUAIMBÊ,São Paulo
GUAÍRA,São Paulo
GUAPIAÇU,São Paulo
GUAPIARA,São Paulo
GUARÁ,São Paulo
GUARAÇAÍ,São Paulo
GUARACI,São Paulo
GUARANI D'OESTE,São Paulo
GUARANTÃ,São Paulo
GUARARAPES,São Paulo
GUARAREMA,São Paulo
GUARATINGUETÁ,São Paulo
GUAREÍ,São Paulo
GUARIBA,São Paulo
GUARUJÁ,São Paulo
GUARULHOS,São Paulo
GUATAPARÁ,São Paulo
GUZOLÂNDIA,São Paulo
HERCULÂNDIA,São Paulo
HOLAMBRA,São Paulo
HORTOLÂNDIA,São Paulo
IACANGA,São Paulo
IACRI,São Paulo
IARAS,São Paulo
IBATÉ,São Paulo
IBIRÁ,São Paulo
IBIRAREMA,São Paulo
IBITINGA,São Paulo
IBIÚNA,São Paulo
ICÉM,São Paulo
IEPÊ,São Paulo
IGARAÇU DO TIETÊ,São Paulo
IGARAPAVA,São Paulo
IGARATÁ,São Paulo
IGUAPE,São Paulo
ILHABELA,São Paulo
ILHA COMPRIDA,São Paulo
ILHA SOLTEIRA,São Paulo
INDAIATUBA,São Paulo
INDIANA,São Paulo
INDIAPORÃ,São Paulo
INÚBIA PAULISTA,São Paulo
IPAUSSU,São Paulo
IPERÓ,São Paulo
IPEÚNA,São Paulo
IPIGUÁ,São Paulo
IPORANGA,São Paulo
IPUÃ,São Paulo
IRACEMÁPOLIS,São Paulo
IRAPUÃ,São Paulo
IRAPURU,São Paulo
ITABERÁ,São Paulo
ITAÍ,São Paulo
ITAJOBI,São Paulo
ITAJU,São Paulo
ITANHAÉM,São Paulo
ITAOCA,São Paulo
ITAPECERICA DA SERRA,São Paulo
ITAPETININGA,São Paulo
ITAPEVA,São Paulo
ITAPEVI,São Paulo
ITAPIRA,São Paulo
ITAPIRAPUÃ PAULISTA,São Paulo
ITÁPOLIS,São Paulo
ITAPORANGA,São Paulo
ITAPUÍ,São Paulo
ITAPURA,São Paulo
ITAQUAQUECETUBA,São Paulo
ITARARÉ,São Paulo
ITARIRI,São Paulo
ITATIBA,São Paulo
ITATINGA,São Paulo
ITIRAPINA,São Paulo
ITIRAPUÃ,São Paulo
ITOBI,São Paulo
ITU,São Paulo
ITUPEVA,São Paulo
ITUVERAVA,São Paulo
JABORANDI,São Paulo
JABOTICABAL,São Paulo
JACAREÍ,São Paulo
JACI,São Paulo
JACUPIRANGA,São Paulo
JAGUARIÚNA,São Paulo
JALES,São Paulo
JAMBEIRO,São Paulo
JANDIRA,São Paulo
JARDINÓPOLIS,São Paulo
JARINU,São Paulo
JAÚ,São Paulo
JERIQUARA,São Paulo
JOANÓPOLIS,São Paulo
JOÃO RAMALHO,São Paulo
JOSÉ BONIFÁCIO,São Paulo
JÚLIO MESQUITA,São Paulo
JUMIRIM,São Paulo
JUNDIAÍ,São Paulo
JUNQUEIRÓPOLIS,São Paulo
JUQUIÁ,São Paulo
JUQUITIBA,São Paulo
LAGOINHA,São Paulo
LARANJAL PAULISTA,São Paulo
LAVÍNIA,São Paulo
LAVRINHAS,São Paulo
LEME,São Paulo
LENÇÓIS PAULISTA,São Paulo
LIMEIRA,São Paulo
LINDÓIA,São Paulo
LINS,São Paulo
LORENA,São Paulo
LOURDES,São Paulo
LOUVEIRA,São Paulo
LUCÉLIA,São Paulo
LUCIANÓPOLIS,São Paulo
LUÍS ANTÔNIO,São Paulo
LUIZIÂNIA,São Paulo
LUPÉRCIO,São Paulo
LUTÉCIA,São Paulo
MACATUBA,São Paulo
MACAUBAL,São Paulo
MACEDÔNIA,São Paulo
MAGDA,São Paulo
MAIRINQUE,São Paulo
MAIRIPORÃ,São Paulo
MANDURI,São Paulo
MARABÁ PAULISTA,São Paulo
MARACAÍ,São Paulo
MARAPOAMA,São Paulo
MARIÁPOLIS,São Paulo
MARÍLIA,São Paulo
MARINÓPOLIS,São Paulo
MARTINÓPOLIS,São Paulo
MATÃO,São Paulo
MAUÁ,São Paulo
MENDONÇA,São Paulo
MERIDIANO,São Paulo
MESÓPOLIS,São Paulo
MIGUELÓPOLIS,São Paulo
MINEIROS DO TIETÊ,São Paulo
MIRACATU,São Paulo
MIRA ESTRELA,São Paulo
MIRANDÓPOLIS,São Paulo
MIRANTE DO PARANAPANEMA,São Paulo
MIRASSOL,São Paulo
MIRASSOLÂNDIA,São Paulo
MOCOCA,São Paulo
MOGI DAS CRUZES,São Paulo
MOGI GUAÇU,São Paulo
MOGI MIRIM,São Paulo
MOMBUCA,São Paulo
MONÇÕES,São Paulo
MONGAGUÁ,São Paulo
MONTE ALEGRE DO SUL,São Paulo
MONTE ALTO,São Paulo
MONTE APRAZÍVEL,São Paulo
MONTE AZUL PAULISTA,São Paulo
MONTE CASTELO,São Paulo
MONTEIRO LOBATO,São Paulo
MONTE MOR,São Paulo
MORRO AGUDO,São Paulo
MORUNGABA,São Paulo
MOTUCA,São Paulo
MURUTINGA DO SUL,São Paulo
NANTES,São Paulo
NARANDIBA,São Paulo
NATIVIDADE DA SERRA,São Paulo
NAZARÉ PAULISTA,São Paulo
NEVES PAULISTA,São Paulo
NHANDEARA,São Paulo
NIPOÃ,São Paulo
NOVA ALIANÇA,São Paulo
NOVA CAMPINA,São Paulo
NOVA CANAÃ PAULISTA,São Paulo
NOVA CASTILHO,São Paulo
NOVA EUROPA,São Paulo
NOVA GRANADA,São Paulo
NOVA GUATAPORANGA,São Paulo
NOVA INDEPENDÊNCIA,São Paulo
NOVAIS,São Paulo
NOVA LUZITÂNIA,São Paulo
NOVA ODESSA,São Paulo
NOVO HORIZONTE,São Paulo
NUPORANGA,São Paulo
OCAUÇU,São Paulo
ÓLEO,São Paulo
OLÍMPIA,São Paulo
ONDA VERDE,São Paulo
ORIENTE,São Paulo
ORINDIÚVA,São Paulo
ORLÂNDIA,São Paulo
OSASCO,São Paulo
OSCAR BRESSANE,São Paulo
OSVALDO CRUZ,São Paulo
OURINHOS,São Paulo
OUROESTE,São Paulo
OURO VERDE,São Paulo
PACAEMBU,São Paulo
PALESTINA,São Paulo
PALMARES PAULISTA,São Paulo
PALMEIRA D'OESTE,São Paulo
PALMITAL,São Paulo
PANORAMA,São Paulo
PARAGUAÇU PAULISTA,São Paulo
PARAIBUNA,São Paulo
PARAÍSO,São Paulo
PARANAPANEMA,São Paulo
PARANAPUÃ,São Paulo
PARAPUÃ,São Paulo
PARDINHO,São Paulo
PARIQUERA-AÇU,São Paulo
PARISI,São Paulo
PATROCÍNIO PAULISTA,São Paulo
PAULICÉIA,São Paulo
PAULÍNIA,São Paulo
PAULISTÂNIA,São Paulo
PAULO DE FARIA,São Paulo
PEDERNEIRAS,São Paulo
PEDRA BELA,São Paulo
PEDRANÓPOLIS,São Paulo
PEDREGULHO,São Paulo
PEDREIRA,São Paulo
PEDRINHAS PAULISTA,São Paulo
PEDRO DE TOLEDO,São Paulo
PENÁPOLIS,São Paulo
PEREIRA BARRETO,São Paulo
PEREIRAS,São Paulo
PERUÍBE,São Paulo
PIACATU,São Paulo
PIEDADE,São Paulo
PILAR DO SUL,São Paulo
PINDAMONHANGABA,São Paulo
PINDORAMA,São Paulo
PINHALZINHO,São Paulo
PIQUEROBI,São Paulo
PIQUETE,São Paulo
PIRACAIA,São Paulo
PIRACICABA,São Paulo
PIRAJU,São Paulo
PIRAJUÍ,São Paulo
PIRANGI,São Paulo
PIRAPORA DO BOM JESUS,São Paulo
PIRAPOZINHO,São Paulo
PIRASSUNUNGA,São Paulo
PIRATININGA,São Paulo
PITANGUEIRAS,São Paulo
PLANALTO,São Paulo
PLATINA,São Paulo
POÁ,São Paulo
POLONI,São Paulo
POMPÉIA,São Paulo
PONGAÍ,São Paulo
PONTAL,São Paulo
PONTALINDA,São Paulo
PONTES GESTAL,São Paulo
POPULINA,São Paulo
PORANGABA,São Paulo
PORTO FELIZ,São Paulo
PORTO FERREIRA,São Paulo
POTIM,São Paulo
POTIRENDABA,São Paulo
PRACINHA,São Paulo
PRADÓPOLIS,São Paulo
PRAIA GRANDE,São Paulo
PRATÂNIA,São Paulo
PRESIDENTE ALVES,São Paulo
PRESIDENTE BERNARDES,São Paulo
PRESIDENTE EPITÁCIO,São Paulo
PRESIDENTE PRUDENTE,São Paulo
PRESIDENTE VENCESLAU,São Paulo
PROMISSÃO,São Paulo
QUADRA,São Paulo
QUATÁ,São Paulo
QUEIROZ,São Paulo
QUELUZ,São Paulo
QUINTANA,São Paulo
RAFARD,São Paulo
RANCHARIA,São Paulo
REDENÇÃO DA SERRA,São Paulo
REGENTE FEIJÓ,São Paulo
REGINÓPOLIS,São Paulo
REGISTRO,São Paulo
RESTINGA,São Paulo
RIBEIRA,São Paulo
RIBEIRÃO BONITO,São Paulo
RIBEIRÃO BRANCO,São Paulo
RIBEIRÃO CORRENTE,São Paulo
RIBEIRÃO DO SUL,São Paulo
RIBEIRÃO DOS ÍNDIOS,São Paulo
RIBEIRÃO GRANDE,São Paulo
RIBEIRÃO PIRES,São Paulo
RIBEIRÃO PRETO,São Paulo
RIVERSUL,São Paulo
RIFAINA,São Paulo
RINCÃO,São Paulo
RINÓPOLIS,São Paulo
RIO CLARO,São Paulo
RIO DAS PEDRAS,São Paulo
RIO GRANDE DA SERRA,São Paulo
RIOLÂNDIA,São Paulo
ROSANA,São Paulo
ROSEIRA,São Paulo
RUBIÁCEA,São Paulo
RUBINÉIA,São Paulo
SABINO,São Paulo
SAGRES,São Paulo
SALES,São Paulo
SALES OLIVEIRA,São Paulo
SALESÓPOLIS,São Paulo
SALMOURÃO,São Paulo
SALTINHO,São Paulo
SALTO,São Paulo
SALTO DE PIRAPORA,São Paulo
SALTO GRANDE,São Paulo
SANDOVALINA,São Paulo
SANTA ADÉLIA,São Paulo
SANTA ALBERTINA,São Paulo
SANTA BÁRBARA D'OESTE,São Paulo
SANTA BRANCA,São Paulo
SANTA CLARA D'OESTE,São Paulo
SANTA CRUZ DA CONCEIÇÃO,São Paulo
SANTA CRUZ DA ESPERANÇA,São Paulo
SANTA CRUZ DAS PALMEIRAS,São Paulo
SANTA CRUZ DO RIO PARDO,São Paulo
SANTA ERNESTINA,São Paulo
SANTA FÉ DO SUL,São Paulo
SANTA GERTRUDES,São Paulo
SANTA ISABEL,São Paulo
SANTA LÚCIA,São Paulo
SANTA MARIA DA SERRA,São Paulo
SANTA MERCEDES,São Paulo
SANTANA DA PONTE PENSA,São Paulo
SANTANA DE PARNAÍBA,São Paulo
SANTA RITA D'OESTE,São Paulo
SANTA RITA DO PASSA QUATRO,São Paulo
SANTA ROSA DE VITERBO,São Paulo
SANTA SALETE,São Paulo
SANTO ANASTÁCIO,São Paulo
SANTO ANDRÉ,São Paulo
SANTO ANTÔNIO DA ALEGRIA,São Paulo
SANTO ANTÔNIO DE POSSE,São Paulo
SANTO ANTÔNIO DO ARACANGUÁ,São Paulo
SANTO ANTÔNIO DO JARDIM,São Paulo
SANTO ANTÔNIO DO PINHAL,São Paulo
SANTO EXPEDITO,São Paulo
SANTÓPOLIS DO AGUAPEÍ,São Paulo
SANTOS,São Paulo
SÃO BENTO DO SAPUCAÍ,São Paulo
SÃO BERNARDO DO CAMPO,São Paulo
SÃO CAETANO DO SUL,São Paulo
SÃO CARLOS,São Paulo
SÃO FRANCISCO,São Paulo
SÃO JOÃO DA BOA VISTA,São Paulo
SÃO JOÃO DAS DUAS PONTES,São Paulo
SÃO JOÃO DE IRACEMA,São Paulo
SÃO JOÃO DO PAU D'ALHO,São Paulo
SÃO JOAQUIM DA BARRA,São Paulo
SÃO JOSÉ DA BELA VISTA,São Paulo
SÃO JOSÉ DO BARREIRO,São Paulo
SÃO JOSÉ DO RIO PARDO,São Paulo
SÃO JOSÉ DO RIO PRETO,São Paulo
SÃO JOSÉ DOS CAMPOS,São Paulo
SÃO LOURENÇO DA SERRA,São Paulo
SÃO LUIZ DO PARAITINGA,São Paulo
SÃO MANUEL,São Paulo
SÃO MIGUEL ARCANJO,São Paulo
SÃO PAULO,São Paulo
SÃO PEDRO,São Paulo
SÃO PEDRO DO TURVO,São Paulo
SÃO ROQUE,São Paulo
SÃO SEBASTIÃO,São Paulo
SÃO SEBASTIÃO DA GRAMA,São Paulo
SÃO SIMÃO,São Paulo
SÃO VICENTE,São Paulo
SARAPUÍ,São Paulo
SARUTAIÁ,São Paulo
SEBASTIANÓPOLIS DO SUL,São Paulo
SERRA AZUL,São Paulo
SERRANA,São Paulo
SERRA NEGRA,São Paulo
SERTÃOZINHO,São Paulo
SETE BARRAS,São Paulo
SEVERÍNIA,São Paulo
SILVEIRAS,São Paulo
SOCORRO,São Paulo
SOROCABA,São Paulo
SUD MENNUCCI,São Paulo
SUMARÉ,São Paulo
SUZANO,São Paulo
SUZANÁPOLIS,São Paulo
TABAPUÃ,São Paulo
TABATINGA,São Paulo
TABOÃO DA SERRA,São Paulo
TACIBA,São Paulo
TAGUAÍ,São Paulo
TAIAÇU,São Paulo
TAIÚVA,São Paulo
TAMBAÚ,São Paulo
TANABI,São Paulo
TAPIRAÍ,São Paulo
TAPIRATIBA,São Paulo
TAQUARAL,São Paulo
TAQUARITINGA,São Paulo
TAQUARITUBA,São Paulo
TAQUARIVAÍ,São Paulo
TARABAI,São Paulo
TARUMÃ,São Paulo
TATUÍ,São Paulo
TAUBATÉ,São Paulo
TEJUPÁ,São Paulo
TEODORO SAMPAIO,São Paulo
TERRA ROXA,São Paulo
TIETÊ,São Paulo
TIMBURI,São Paulo
TORRE DE PEDRA,São Paulo
TORRINHA,São Paulo
TRABIJU,São Paulo
TREMEMBÉ,São Paulo
TRÊS FRONTEIRAS,São Paulo
TUIUTI,São Paulo
TUPÃ,São Paulo
TUPI PAULISTA,São Paulo
TURIÚBA,São Paulo
TURMALINA,São Paulo
UBARANA,São Paulo
UBATUBA,São Paulo
UBIRAJARA,São Paulo
UCHOA,São Paulo
UNIÃO PAULISTA,São Paulo
URÂNIA,São Paulo
URU,São Paulo
URUPÊS,São Paulo
VALENTIM GENTIL,São Paulo
VALINHOS,São Paulo
VALPARAÍSO,São Paulo
VARGEM,São Paulo
VARGEM GRANDE DO SUL,São Paulo
VARGEM GRANDE PAULISTA,São Paulo
VÁRZEA PAULISTA,São Paulo
VERA CRUZ,São Paulo
VINHEDO,São Paulo
VIRADOURO,São Paulo
VISTA ALEGRE DO ALTO,São Paulo
VITÓRIA BRASIL,São Paulo
VOTORANTIM,São Paulo
VOTUPORANGA,São Paulo
ZACARIAS,São Paulo
CHAVANTES,São Paulo
ESTIVA GERBI,São Paulo
ABATIÁ,Paraná
ADRIANÓPOLIS,Paraná
AGUDOS DO SUL,Paraná
ALMIRANTE TAMANDARÉ,Paraná
ALTAMIRA DO PARANÁ,Paraná
ALTÔNIA,Paraná
ALTO PARANÁ,Paraná
ALTO PIQUIRI,Paraná
ALVORADA DO SUL,Paraná
AMAPORÃ,Paraná
AMPÉRE,Paraná
ANAHY,Paraná
ANDIRÁ,Paraná
ÂNGULO,Paraná
ANTONINA,Paraná
ANTÔNIO OLINTO,Paraná
APUCARANA,Paraná
ARAPONGAS,Paraná
ARAPOTI,Paraná
ARAPUÃ,Paraná
ARARUNA,Paraná
ARAUCÁRIA,Paraná
ARIRANHA DO IVAÍ,Paraná
ASSAÍ,Paraná
ASSIS CHATEAUBRIAND,Paraná
ASTORGA,Paraná
ATALAIA,Paraná
BALSA NOVA,Paraná
BANDEIRANTES,Paraná
BARBOSA FERRAZ,Paraná
BARRACÃO,Paraná
BARRA DO JACARÉ,Paraná
BELA VISTA DA CAROBA,Paraná
BELA VISTA DO PARAÍSO,Paraná
BITURUNA,Paraná
BOA ESPERANÇA,Paraná
BOA ESPERANÇA DO IGUAÇU,Paraná
BOA VENTURA DE SÃO ROQUE,Paraná
BOA VISTA DA APARECIDA,Paraná
BOCAIÚVA DO SUL,Paraná
BOM JESUS DO SUL,Paraná
BOM SUCESSO,Paraná
BOM SUCESSO DO SUL,Paraná
BORRAZÓPOLIS,Paraná
BRAGANEY,Paraná
BRASILÂNDIA DO SUL,Paraná
CAFEARA,Paraná
CAFELÂNDIA,Paraná
CAFEZAL DO SUL,Paraná
CALIFÓRNIA,Paraná
CAMBARÁ,Paraná
CAMBÉ,Paraná
CAMBIRA,Paraná
CAMPINA DA LAGOA,Paraná
CAMPINA DO SIMÃO,Paraná
CAMPINA GRANDE DO SUL,Paraná
CAMPO BONITO,Paraná
CAMPO DO TENENTE,Paraná
CAMPO LARGO,Paraná
CAMPO MAGRO,Paraná
CAMPO MOURÃO,Paraná
CÂNDIDO DE ABREU,Paraná
CANDÓI,Paraná
CANTAGALO,Paraná
CAPANEMA,Paraná
CAPITÃO LEÔNIDAS MARQUES,Paraná
CARAMBEÍ,Paraná
CARLÓPOLIS,Paraná
CASCAVEL,Paraná
CASTRO,Paraná
CATANDUVAS,Paraná
CENTENÁRIO DO SUL,Paraná
CERRO AZUL,Paraná
CÉU AZUL,Paraná
CHOPINZINHO,Paraná
CIANORTE,Paraná
CIDADE GAÚCHA,Paraná
CLEVELÂNDIA,Paraná
COLOMBO,Paraná
COLORADO,Paraná
CONGONHINHAS,Paraná
CONSELHEIRO MAIRINCK,Paraná
CONTENDA,Paraná
CORBÉLIA,Paraná
CORNÉLIO PROCÓPIO,Paraná
CORONEL DOMINGOS SOARES,Paraná
CORONEL VIVIDA,Paraná
CORUMBATAÍ DO SUL,Paraná
CRUZEIRO DO IGUAÇU,Paraná
CRUZEIRO DO OESTE,Paraná
CRUZEIRO DO SUL,Paraná
CRUZ MACHADO,Paraná
CRUZMALTINA,Paraná
CURITIBA,Paraná
CURIÚVA,Paraná
DIAMANTE DO NORTE,Paraná
DIAMANTE DO SUL,Paraná
DIAMANTE D'OESTE,Paraná
DOIS VIZINHOS,Paraná
DOURADINA,Paraná
DOUTOR CAMARGO,Paraná
ENÉAS MARQUES,Paraná
ENGENHEIRO BELTRÃO,Paraná
ESPERANÇA NOVA,Paraná
ENTRE RIOS DO OESTE,Paraná
ESPIGÃO ALTO DO IGUAÇU,Paraná
FAROL,Paraná
FAXINAL,Paraná
FAZENDA RIO GRANDE,Paraná
FÊNIX,Paraná
FERNANDES PINHEIRO,Paraná
FIGUEIRA,Paraná
FLORAÍ,Paraná
FLOR DA SERRA DO SUL,Paraná
FLORESTA,Paraná
FLORESTÓPOLIS,Paraná
FLÓRIDA,Paraná
FORMOSA DO OESTE,Paraná
FOZ DO IGUAÇU,Paraná
FRANCISCO ALVES,Paraná
FRANCISCO BELTRÃO,Paraná
FOZ DO JORDÃO,Paraná
GENERAL CARNEIRO,Paraná
GODOY MOREIRA,Paraná
GOIOERÊ,Paraná
GOIOXIM,Paraná
GRANDES RIOS,Paraná
GUAÍRA,Paraná
GUAIRAÇÁ,Paraná
GUAMIRANGA,Paraná
GUAPIRAMA,Paraná
GUAPOREMA,Paraná
GUARACI,Paraná
GUARANIAÇU,Paraná
GUARAPUAVA,Paraná
GUARAQUEÇABA,Paraná
GUARATUBA,Paraná
HONÓRIO SERPA,Paraná
IBAITI,Paraná
IBEMA,Paraná
IBIPORÃ,Paraná
ICARAÍMA,Paraná
IGUARAÇU,Paraná
IGUATU,Paraná
IMBAÚ,Paraná
IMBITUVA,Paraná
INÁCIO MARTINS,Paraná
INAJÁ,Paraná
INDIANÓPOLIS,Paraná
IPIRANGA,Paraná
IPORÃ,Paraná
IRACEMA DO OESTE,Paraná
IRATI,Paraná
IRETAMA,Paraná
ITAGUAJÉ,Paraná
ITAIPULÂNDIA,Paraná
ITAMBARACÁ,Paraná
ITAMBÉ,Paraná
ITAPEJARA D'OESTE,Paraná
ITAPERUÇU,Paraná
ITAÚNA DO SUL,Paraná
IVAÍ,Paraná
IVAIPORÃ,Paraná
IVATÉ,Paraná
IVATUBA,Paraná
JABOTI,Paraná
JACAREZINHO,Paraná
JAGUAPITÃ,Paraná
JAGUARIAÍVA,Paraná
JANDAIA DO SUL,Paraná
JANIÓPOLIS,Paraná
JAPIRA,Paraná
JAPURÁ,Paraná
JARDIM ALEGRE,Paraná
JARDIM OLINDA,Paraná
JATAIZINHO,Paraná
JESUÍTAS,Paraná
JOAQUIM TÁVORA,Paraná
JUNDIAÍ DO SUL,Paraná
JURANDA,Paraná
JUSSARA,Paraná
KALORÉ,Paraná
LAPA,Paraná
LARANJAL,Paraná
LARANJEIRAS DO SUL,Paraná
LEÓPOLIS,Paraná
LIDIANÓPOLIS,Paraná
LINDOESTE,Paraná
LOANDA,Paraná
LOBATO,Paraná
LONDRINA,Paraná
LUIZIANA,Paraná
LUNARDELLI,Paraná
LUPIONÓPOLIS,Paraná
MALLET,Paraná
MAMBORÊ,Paraná
MANDAGUAÇU,Paraná
MANDAGUARI,Paraná
MANDIRITUBA,Paraná
MANFRINÓPOLIS,Paraná
MANGUEIRINHA,Paraná
MANOEL RIBAS,Paraná
MARECHAL CÂNDIDO RONDON,Paraná
MARIA HELENA,Paraná
MARIALVA,Paraná
MARILÂNDIA DO SUL,Paraná
MARILENA,Paraná
MARILUZ,Paraná
MARINGÁ,Paraná
MARIÓPOLIS,Paraná
MARIPÁ,Paraná
MARMELEIRO,Paraná
MARQUINHO,Paraná
MARUMBI,Paraná
MATELÂNDIA,Paraná
MATINHOS,Paraná
MATO RICO,Paraná
MAUÁ DA SERRA,Paraná
MEDIANEIRA,Paraná
MERCEDES,Paraná
MIRADOR,Paraná
MIRASELVA,Paraná
MISSAL,Paraná
MOREIRA SALES,Paraná
MORRETES,Paraná
MUNHOZ DE MELO,Paraná
NOSSA SENHORA DAS GRAÇAS,Paraná
NOVA ALIANÇA DO IVAÍ,Paraná
NOVA AMÉRICA DA COLINA,Paraná
NOVA AURORA,Paraná
NOVA CANTU,Paraná
NOVA ESPERANÇA,Paraná
NOVA ESPERANÇA DO SUDOESTE,Paraná
NOVA FÁTIMA,Paraná
NOVA LARANJEIRAS,Paraná
NOVA LONDRINA,Paraná
NOVA OLÍMPIA,Paraná
NOVA SANTA BÁRBARA,Paraná
NOVA SANTA ROSA,Paraná
NOVA PRATA DO IGUAÇU,Paraná
NOVA TEBAS,Paraná
NOVO ITACOLOMI,Paraná
ORTIGUEIRA,Paraná
OURIZONA,Paraná
OURO VERDE DO OESTE,Paraná
PAIÇANDU,Paraná
PALMAS,Paraná
PALMEIRA,Paraná
PALMITAL,Paraná
PALOTINA,Paraná
PARAÍSO DO NORTE,Paraná
PARANACITY,Paraná
PARANAGUÁ,Paraná
PARANAPOEMA,Paraná
PARANAVAÍ,Paraná
PATO BRAGADO,Paraná
PATO BRANCO,Paraná
PAULA FREITAS,Paraná
PAULO FRONTIN,Paraná
PEABIRU,Paraná
PEROBAL,Paraná
PÉROLA,Paraná
PÉROLA D'OESTE,Paraná
PIÊN,Paraná
PINHAIS,Paraná
PINHALÃO,Paraná
PINHAL DE SÃO BENTO,Paraná
PINHÃO,Paraná
PIRAÍ DO SUL,Paraná
PIRAQUARA,Paraná
PITANGA,Paraná
PITANGUEIRAS,Paraná
PLANALTINA DO PARANÁ,Paraná
PLANALTO,Paraná
PONTA GROSSA,Paraná
PONTAL DO PARANÁ,Paraná
PORECATU,Paraná
PORTO AMAZONAS,Paraná
PORTO BARREIRO,Paraná
PORTO RICO,Paraná
PORTO VITÓRIA,Paraná
PRADO FERREIRA,Paraná
PRANCHITA,Paraná
PRESIDENTE CASTELO BRANCO,Paraná
PRIMEIRO DE MAIO,Paraná
PRUDENTÓPOLIS,Paraná
QUARTO CENTENÁRIO,Paraná
QUATIGUÁ,Paraná
QUATRO BARRAS,Paraná
QUATRO PONTES,Paraná
QUEDAS DO IGUAÇU,Paraná
QUERÊNCIA DO NORTE,Paraná
QUINTA DO SOL,Paraná
QUITANDINHA,Paraná
RAMILÂNDIA,Paraná
RANCHO ALEGRE,Paraná
RANCHO ALEGRE D'OESTE,Paraná
REALEZA,Paraná
REBOUÇAS,Paraná
RENASCENÇA,Paraná
RESERVA,Paraná
RESERVA DO IGUAÇU,Paraná
RIBEIRÃO CLARO,Paraná
RIBEIRÃO DO PINHAL,Paraná
RIO AZUL,Paraná
RIO BOM,Paraná
RIO BONITO DO IGUAÇU,Paraná
RIO BRANCO DO IVAÍ,Paraná
RIO BRANCO DO SUL,Paraná
RIO NEGRO,Paraná
ROLÂNDIA,Paraná
RONCADOR,Paraná
RONDON,Paraná
ROSÁRIO DO IVAÍ,Paraná
SABÁUDIA,Paraná
SALGADO FILHO,Paraná
SALTO DO ITARARÉ,Paraná
SALTO DO LONTRA,Paraná
SANTA AMÉLIA,Paraná
SANTA CECÍLIA DO PAVÃO,Paraná
SANTA CRUZ DE MONTE CASTELO,Paraná
SANTA FÉ,Paraná
SANTA HELENA,Paraná
SANTA INÊS,Paraná
SANTA ISABEL DO IVAÍ,Paraná
SANTA IZABEL DO OESTE,Paraná
SANTA LÚCIA,Paraná
SANTA MARIA DO OESTE,Paraná
SANTA MARIANA,Paraná
SANTA MÔNICA,Paraná
SANTANA DO ITARARÉ,Paraná
SANTA TEREZA DO OESTE,Paraná
